clean_input,label,intent
expected delivery date for order ord78020,6,delivery_query
expected delivery date for order ord77115,6,delivery_query
expected delivery date for order ord39954,6,delivery_query
expected delivery date for order ord86987,6,delivery_query
expected delivery date for order ord56394,6,delivery_query
expected delivery date for order ord63672,6,delivery_query
expected delivery date for order ord96813,6,delivery_query
expected delivery date for order ord76037,6,delivery_query
expected delivery date for order ord54741,6,delivery_query
expected delivery date for order ord56404,6,delivery_query
expected delivery date for order ord95603,6,delivery_query
expected delivery date for order ord90370,6,delivery_query
expected delivery date for order ord79611,6,delivery_query
expected delivery date for order ord97703,6,delivery_query
expected delivery date for order ord21306,6,delivery_query
expected delivery date for order ord59331,6,delivery_query
expected delivery date for order ord53057,6,delivery_query
expected delivery date for order ord54413,6,delivery_query
expected delivery date for order ord68037,6,delivery_query
expected delivery date for order ord98425,6,delivery_query
expected delivery date for order ord23177,6,delivery_query
expected delivery date for order ord98722,6,delivery_query
expected delivery date for order ord37023,6,delivery_query
expected delivery date for order ord68687,6,delivery_query
expected delivery date for order ord35737,6,delivery_query
expected delivery date for order ord16976,6,delivery_query
expected delivery date for order ord79243,6,delivery_query
expected delivery date for order ord38564,6,delivery_query
expected delivery date for order ord90642,6,delivery_query
expected delivery date for order ord26353,6,delivery_query
expected delivery date for order ord57498,6,delivery_query
expected delivery date for order ord88997,6,delivery_query
expected delivery date for order ord27207,6,delivery_query
expected delivery date for order ord77792,6,delivery_query
expected delivery date for order ord13674,6,delivery_query
expected delivery date for order ord93785,6,delivery_query
expected delivery date for order ord54808,6,delivery_query
expected delivery date for order ord99060,6,delivery_query
expected delivery date for order ord41923,6,delivery_query
expected delivery date for order ord14506,6,delivery_query
expected delivery date for order ord67366,6,delivery_query
expected delivery date for order ord70372,6,delivery_query
expected delivery date for order ord74158,6,delivery_query
expected delivery date for order ord55603,6,delivery_query
expected delivery date for order ord70621,6,delivery_query
expected delivery date for order ord33955,6,delivery_query
expected delivery date for order ord91743,6,delivery_query
expected delivery date for order ord47399,6,delivery_query
expected delivery date for order ord67690,6,delivery_query
expected delivery date for order ord33627,6,delivery_query
expected delivery date for order ord43302,6,delivery_query
expected delivery date for order ord34504,6,delivery_query
expected delivery date for order ord83848,6,delivery_query
expected delivery date for order ord23048,6,delivery_query
expected delivery date for order ord73264,6,delivery_query
expected delivery date for order ord14741,6,delivery_query
expected delivery date for order ord45352,6,delivery_query
expected delivery date for order ord61723,6,delivery_query
expected delivery date for order ord10053,6,delivery_query
expected delivery date for order ord96737,6,delivery_query
expected delivery date for order ord57286,6,delivery_query
expected delivery date for order ord48991,6,delivery_query
expected delivery date for order ord76687,6,delivery_query
expected delivery date for order ord38042,6,delivery_query
expected delivery date for order ord92168,6,delivery_query
expected delivery date for order ord99698,6,delivery_query
expected delivery date for order ord22809,6,delivery_query
expected delivery date for order ord74523,6,delivery_query
expected delivery date for order ord92610,6,delivery_query
expected delivery date for order ord21096,6,delivery_query
expected delivery date for order ord84899,6,delivery_query
expected delivery date for order ord57706,6,delivery_query
expected delivery date for order ord49762,6,delivery_query
expected delivery date for order ord62625,6,delivery_query
expected delivery date for order ord40212,6,delivery_query
expected delivery date for order ord55223,6,delivery_query
expected delivery date for order ord47447,6,delivery_query
expected delivery date for order ord54098,6,delivery_query
expected delivery date for order ord73923,6,delivery_query
expected delivery date for order ord23046,6,delivery_query
expected delivery date for order ord16435,6,delivery_query
expected delivery date for order ord60713,6,delivery_query
expected delivery date for order ord97948,6,delivery_query
expected delivery date for order ord41844,6,delivery_query
expected delivery date for order ord40571,6,delivery_query
expected delivery date for order ord62691,6,delivery_query
expected delivery date for order ord62904,6,delivery_query
expected delivery date for order ord97227,6,delivery_query
expected delivery date for order ord24116,6,delivery_query
expected delivery date for order ord51508,6,delivery_query
expected delivery date for order ord45020,6,delivery_query
expected delivery date for order ord67468,6,delivery_query
expected delivery date for order ord61207,6,delivery_query
expected delivery date for order ord50754,6,delivery_query
expected delivery date for order ord88191,6,delivery_query
expected delivery date for order ord82914,6,delivery_query
expected delivery date for order ord84226,6,delivery_query
expected delivery date for order ord46855,6,delivery_query
expected delivery date for order ord38560,6,delivery_query
expected delivery date for order ord88755,6,delivery_query
expected delivery date for order ord60804,6,delivery_query
expected delivery date for order ord41088,6,delivery_query
expected delivery date for order ord25696,6,delivery_query
expected delivery date for order ord93902,6,delivery_query
expected delivery date for order ord35572,6,delivery_query
expected delivery date for order ord33124,6,delivery_query
expected delivery date for order ord77311,6,delivery_query
expected delivery date for order ord98379,6,delivery_query
expected delivery date for order ord26296,6,delivery_query
expected delivery date for order ord29454,6,delivery_query
expected delivery date for order ord99364,6,delivery_query
expected delivery date for order ord28542,6,delivery_query
