input,intent,response,title
quick question fleece material??,material_inquiry,"made of soft cotton, very comfortable for daily wear",Material Inquiry
actually how much for kids clothes please,price_inquiry,we have great prices across all budgets. what's your range?,Price Related Query
hi heavy fabric?...,material_inquiry,it's 100 cotton fabric,Material Inquiry
got plus size,size_inquiry,yes we have that size! which product?,Size Inquiry
hlo,greeting,"hey, welcome! what are you shopping for?",Greeting
so like order kab aayega ji,order_status,we'll raise it with the courier. please share order id,Order Support
not as described,order_status,refund processed in 57 days after we receive the item,Order Support
leggings price,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
have a good day,goodbye,bye! we're always here if you need us,Goodbye
price fix hai kya,price_inquiry,price depends on the item. which one are you asking about?,Price Related Query
available hai,availability_check,let me check! which product and color?,Availability Check
just asking is it see through today,material_inquiry,"high quality fabric, won't fade after wash",Material Inquiry
do you have jeans,product_inquiry,"yes! we carry men's, women's kids' clothing. what are you looking for?",Product Inquiry
just asking closing chat if possible,goodbye,bye! come back anytime,Goodbye
so like what's hot right now right now,product_inquiry,new arrivals just dropped! tell me what you're looking for,Product Inquiry
white top,availability_check,let me check! which product and color?,Availability Check
bro is it linen? bro,material_inquiry,"made of soft cotton, very comfortable for daily wear",Material Inquiry
goodbye,goodbye,bye! come back anytime,Goodbye
wondering if sky blue pls,availability_check,currently in stock want me to reserve one for you?,Stock Availability
hi thanks for help if possible,goodbye,anytime! have a great day,Goodbye
deliver to my city,delivery_query,"we use trusted couriers delhivery, bluedart dtdc",Delivery Information
btw holiday delivery? bro,delivery_query,shipping charge is rs. 49rs. 99 for smaller orders,Delivery Information
any new arrivals?,product_inquiry,new arrivals just dropped! tell me what you're looking for,Product Inquiry
catch u later ji,goodbye,take care! ping us whenever you need,Goodbye
pls what's trending now!,product_inquiry,"we sell tops, tees, jeans, kurtas, dresses more. what do you need?",Product Inquiry
white color available,availability_check,"limited stock remaining, better order soon!",Stock Availability
lucknow delivery,delivery_query,you'll get a tracking link once dispatched,Delivery Information
so like international delivery?...,delivery_query,usually 35 days depending on your location,Delivery Information
actually show me ur products,product_inquiry,"yes, lots of options! what category are you interested in?",Product Inquiry
tracking possible,delivery_query,shipping charge is rs. 49rs. 99 for smaller orders,Delivery Information
hey do you sell innerwear??,product_inquiry,"yes! we carry men's, women's kids' clothing. what are you looking for?",Product Inquiry
can you tell me hello,greeting,hello! great to have you here. what are you shopping for?,Greeting
hey how many left asap,availability_check,in stock! which size do you need?,Stock Availability
also delivery to mumbai!,delivery_query,express delivery available in 12 days for select cities,Delivery Information
is it securely packed,delivery_query,delivery depends on your pin code. what's your location?,Delivery Information
quick question is the fabric thick if possible,material_inquiry,"made of soft cotton, very comfortable for daily wear",Material Inquiry
also thank you!,goodbye,thanks! have a great day,Goodbye
hi,greeting,hey! how can i help you?,Greeting
i heard that order shows delivered but not recieved thanks,order_status,share your order number and we'll track it for you,Order Support
umm rate? ?,price_inquiry,kurtas range rs. 599rs. 2499 depending on design,Price Related Query
please silky feel?...,material_inquiry,"soft stretchable fabric, very comfortable",Material Inquiry
namaskar,greeting,hello welcome to our store how can i help you,Greeting
do colours run,material_inquiry,it's linen perfect for summer!,Material Inquiry
so like got l size? right now,size_inquiry,we go up to 3xl which item are you asking about?,Size Inquiry
so shipping to mumbai??,delivery_query,we ship all over india! what's your city?,Delivery Information
bro how much for 2 pieces,price_inquiry,jeans are rs. 999rs. 2499. good quality for the price!,Price Related Query
gift wrapping available,delivery_query,"we use trusted couriers delhivery, bluedart dtdc",Delivery Information
bro bro what do u sell ?,product_inquiry,"we sell tops, tees, jeans, kurtas, dresses more. what do you need?",Product Inquiry
hey affordable,price_inquiry,we have options starting rs. 299! what's your budget?,Price Related Query
neon colors,availability_check,let me check which color and size?,Stock Availability
ok i'm done,goodbye,thanks for visiting! see you soon,Goodbye
actually purple available!,availability_check,"yes, available right now!",Stock Availability
just asking chennai delivery please,delivery_query,we ship all over india! what's your city?,Delivery Information
bro fast delivery possible thanks,delivery_query,you'll get a tracking link once dispatched,Delivery Information
hey pastel colors available thank you,availability_check,yes available! want to place an order?,Stock Availability
i wanted to ask purchase not showing yaar,order_status,cancellation possible before dispatch. share order id!,Order Support
discount price,price_inquiry,jeans are rs. 999 to rs. 2499. great quality for the price!,Price Inquiry
is it breathable,material_inquiry,it's 100 cotton fabric,Material Inquiry
cost range,price_inquiry,current sale up to 40 off on select items!,Price Related Query
is it true that is this still in stock,availability_check,in stock! which size do you need?,Stock Availability
please kurta size m avail? today,size_inquiry,size m is available. what product do you need it for?,Size Inquiry
also bro fabric kaisa hai urgent,material_inquiry,"yes pure cotton, breathable skin friendly",Material Inquiry
order shipped?,order_status,please share a photo order id for damagedwrong item,Order Support
so final price,price_inquiry,shirts start from rs. 499. which one are you looking at?,Price Related Query
someone told me recycled fabric asap,material_inquiry,it's linen perfect for summer!,Material Inquiry
so like pure cotton hai kya yaar,material_inquiry,cotton-polyester blend. good quality!,Material Inquiry
hi available,greeting,hello! great to have you here. what are you shopping for?,Greeting
wanted to know hello quick question?,greeting,hey there! happy to help,Greeting
shipping charge?,delivery_query,express delivery available in 12 days for select cities,Delivery Information
hi hello good evening today,greeting,hello! tell me what you need,Greeting
i wanted to ask solid color available today,availability_check,currently in stock want me to reserve one for you?,Stock Availability
just checking if available,availability_check,black is available in most sizes,Stock Availability
quick q catch u later urgent,goodbye,thanks! hope to see your order soon,Goodbye
will message later,goodbye,bye! we're always here if you need us,Goodbye
bro delivery estimate!,delivery_query,delivery in 35 working days,Delivery Information
do you know if want to cancel order??,order_status,happy to help! please share your order id,Order Support
i wanted to ask catch u later quickly,goodbye,bye! we're always here if you need us,Goodbye
