input,intent,response,title
why is delivery taking so long for ORD38194,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
no response from customer care for ORD27083,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
return pickup not scheduled for ORD28830,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
I will not order again if ORD27836 not resolved,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
why is delivery taking so long for ORD53743,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
worst experience with order ORD95372,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
worst experience with order ORD96823,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
customer support not responding for ORD42941,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
why is delivery taking so long for ORD32778,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
why is delivery taking so long for ORD10444,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
I paid for saree and got nothing,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
wrong size trousers delivered in order ORD22544,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
my churidar is damaged,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
wrong size jeans delivered in order ORD12850,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
package was damaged for order ORD13363,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
stitching of t-shirt is very poor,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
why is delivery taking so long for ORD87595,complaint,Apologies for the inconvenience. Share order ID and we will fix this immediately.,Complaint
return pickup not scheduled for ORD29895,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
my kurti is damaged,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
it has been 8 days no delivery,complaint,Please share your order ID and the issue. We will sort it out immediately.,Complaint
I will not order again if ORD40916 not resolved,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
received 2XL instead of 3XL in lehenga,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
worst experience with order ORD97774,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
package was damaged for order ORD68448,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
wrong size trousers delivered in order ORD97089,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
wrong size lehenga delivered in order ORD14245,complaint,We take this seriously. Please share order ID and issue details.,Complaint
customer support not responding for ORD42990,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
received 40 instead of XS in kurti,complaint,We take this seriously. Please share order ID and issue details.,Complaint
wrong size shirt delivered in order ORD55094,complaint,We are sorry for your experience. Share details and we will resolve fast.,Complaint
very disappointed with dhoti quality,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
customer support not responding for ORD56498,complaint,This is not acceptable and we are sorry. Share order ID to fix this now.,Complaint
refund not received for order ORD53311,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
refund not received for order ORD81576,complaint,We apologize. Please share photos and order ID for quick resolution.,Complaint
color of top is different from what I ordered,complaint,We will resolve this urgently. Share order ID and description of the issue.,Complaint
customer support not responding for ORD13484,complaint,Sorry to hear this. Share your order number and we will resolve right away.,Complaint
jeans quality is very bad,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
incomplete order ORD57434,complaint,We are sorry about that. Share your order ID and a photo and we will resolve it.,Complaint
I will not order again if ORD80481 not resolved,complaint,Apologies for the trouble. We will make this right. Share your order ID.,Complaint
